intel_id,territory_id,week_number,zylatec_estimated_calls,zylatec_market_share_pct,vexorin_market_share_pct,launch_phase,data_source
INTEL_000303,TER_SO_02,15,34,33.34,16.91,LAST_LAUNCH,Symphony Health
INTEL_000304,TER_SO_02,16,32,31.75,25.1,LAST_LAUNCH,IQVIA
INTEL_000305,TER_SO_02,17,29,35.38,23.6,LAST_LAUNCH,IQVIA
INTEL_000306,TER_SO_02,18,27,33.86,17.91,LAST_LAUNCH,IQVIA
INTEL_000307,TER_SO_02,19,33,31.46,22.42,LAST_LAUNCH,Symphony Health
INTEL_000308,TER_SO_02,20,34,34.11,24.61,LAST_LAUNCH,IQVIA
INTEL_000309,TER_SO_02,21,30,31.22,28.37,LAST_LAUNCH,IQVIA
INTEL_000310,TER_SO_02,22,34,31.59,26.2,LAST_LAUNCH,Symphony Health
INTEL_000311,TER_SO_02,23,27,33.94,26.02,LAST_LAUNCH,IQVIA
INTEL_000312,TER_SO_02,24,33,32.92,25.9,LAST_LAUNCH,IQVIA
INTEL_000313,TER_SO_02,25,34,32.8,26.62,LAST_LAUNCH,IQVIA
INTEL_000314,TER_SO_02,26,29,31.88,18.67,LAST_LAUNCH,Symphony Health
INTEL_000315,TER_SO_02,27,28,33.28,25.23,LAST_LAUNCH,IQVIA
INTEL_000316,TER_SO_02,28,34,34.94,21.07,LAST_LAUNCH,Symphony Health
INTEL_000317,TER_SO_02,29,31,29.6,22.03,LAST_LAUNCH,IQVIA
INTEL_000318,TER_SO_02,30,35,34.83,19.64,LAST_LAUNCH,IQVIA
INTEL_000319,TER_SO_02,31,30,35.33,21.03,LAST_LAUNCH,IQVIA
INTEL_000320,TER_SO_02,32,32,30.34,25.76,LAST_LAUNCH,IQVIA
INTEL_000321,TER_SO_02,33,33,30.9,28.32,LAST_LAUNCH,Symphony Health
INTEL_000322,TER_SO_02,34,26,30.81,20.33,LAST_LAUNCH,IQVIA
INTEL_000323,TER_SO_02,35,32,35.18,19.09,LAST_LAUNCH,Symphony Health
INTEL_000324,TER_SO_02,36,28,35.51,18.57,LAST_LAUNCH,Symphony Health
INTEL_000325,TER_SO_02,37,32,33.93,17.34,LAST_LAUNCH,IQVIA
INTEL_000326,TER_SO_02,38,28,32.83,18.23,LAST_LAUNCH,IQVIA
INTEL_000327,TER_SO_02,39,34,34.19,25.52,LAST_LAUNCH,IQVIA
INTEL_000328,TER_SO_02,40,31,32.48,25.7,LAST_LAUNCH,Symphony Health
INTEL_000329,TER_SO_02,41,29,31.2,24.63,LAST_LAUNCH,IQVIA
INTEL_000330,TER_SO_02,42,34,30.19,28.25,LAST_LAUNCH,IQVIA
INTEL_000331,TER_SO_02,43,27,34.27,18.21,LAST_LAUNCH,IQVIA
INTEL_000332,TER_SO_02,44,30,32.18,22.36,LAST_LAUNCH,Symphony Health
INTEL_000333,TER_SO_02,45,32,31.07,23.29,LAST_LAUNCH,Symphony Health
INTEL_000334,TER_SO_02,46,26,35.2,18.71,LAST_LAUNCH,IQVIA
INTEL_000335,TER_SO_02,47,28,33.26,20.19,LAST_LAUNCH,IQVIA
INTEL_000336,TER_SO_02,48,32,34.48,24.39,LAST_LAUNCH,IQVIA
INTEL_000337,TER_SO_02,49,27,30.76,27.9,LAST_LAUNCH,IQVIA
INTEL_000338,TER_SO_02,50,33,30.55,25.92,LAST_LAUNCH,IQVIA
INTEL_000339,TER_SO_02,51,32,32.59,17.81,LAST_LAUNCH,Symphony Health
INTEL_000340,TER_SO_02,52,33,32.54,25.21,LAST_LAUNCH,IQVIA
INTEL_000341,TER_SO_02,1,23,25.38,29.07,CURRENT_LAUNCH,Symphony Health
INTEL_000342,TER_SO_02,2,21,26.45,30.91,CURRENT_LAUNCH,IQVIA
INTEL_000343,TER_SO_02,3,23,27.6,29.68,CURRENT_LAUNCH,Symphony Health
INTEL_000344,TER_SO_02,4,21,29.83,30.42,CURRENT_LAUNCH,Symphony Health
INTEL_000345,TER_SO_02,5,25,29.33,32.8,CURRENT_LAUNCH,Symphony Health
INTEL_000346,TER_SO_02,6,25,29.4,31.75,CURRENT_LAUNCH,IQVIA
INTEL_000347,TER_SO_02,7,22,33.88,27.43,CURRENT_LAUNCH,Symphony Health
INTEL_000348,TER_SO_02,8,23,31.2,32.62,CURRENT_LAUNCH,IQVIA
INTEL_000349,TER_SO_02,9,19,38.34,23.08,CURRENT_LAUNCH,IQVIA
INTEL_000350,TER_SO_02,10,19,35.89,26.85,CURRENT_LAUNCH,Symphony Health
INTEL_000351,TER_SO_02,11,16,36.61,22.15,CURRENT_LAUNCH,Symphony Health
INTEL_000352,TER_SO_02,12,18,37.06,26.74,CURRENT_LAUNCH,Symphony Health
INTEL_000353,TER_SO_02,13,21,38.77,28.32,CURRENT_LAUNCH,IQVIA
INTEL_000354,TER_SO_02,14,16,35.03,28.87,CURRENT_LAUNCH,IQVIA
INTEL_000355,TER_SO_02,15,16,37.37,28.68,CURRENT_LAUNCH,Symphony Health
INTEL_000356,TER_SO_02,16,21,34.17,26.31,CURRENT_LAUNCH,IQVIA
INTEL_000357,TER_SO_02,17,20,34.69,26.56,CURRENT_LAUNCH,Symphony Health
INTEL_000358,TER_SO_02,18,19,36.84,28.61,CURRENT_LAUNCH,Symphony Health
INTEL_000359,TER_SO_02,19,17,35.24,28.54,CURRENT_LAUNCH,IQVIA
INTEL_000360,TER_SO_02,20,19,34.28,31.11,CURRENT_LAUNCH,Symphony Health
INTEL_000361,TER_SO_03,1,40,23.36,31.59,LAST_LAUNCH,IQVIA
INTEL_000362,TER_SO_03,2,36,24.69,30.96,LAST_LAUNCH,IQVIA
INTEL_000363,TER_SO_03,3,42,26.36,29.74,LAST_LAUNCH,IQVIA
INTEL_000364,TER_SO_03,4,40,26.46,29.36,LAST_LAUNCH,Symphony Health
INTEL_000365,TER_SO_03,5,41,29.52,23.96,LAST_LAUNCH,IQVIA
INTEL_000366,TER_SO_03,6,43,30.94,23.74,LAST_LAUNCH,IQVIA
INTEL_000367,TER_SO_03,7,43,30.41,23.4,LAST_LAUNCH,IQVIA
INTEL_000368,TER_SO_03,8,35,33.7,20.52,LAST_LAUNCH,IQVIA
INTEL_000369,TER_SO_03,9,28,35.64,18.27,LAST_LAUNCH,IQVIA
INTEL_000370,TER_SO_03,10,32,36.79,15.48,LAST_LAUNCH,IQVIA
INTEL_000371,TER_SO_03,11,32,37.13,16.54,LAST_LAUNCH,IQVIA
INTEL_000372,TER_SO_03,12,29,36.49,18.65,LAST_LAUNCH,Symphony Health
INTEL_000373,TER_SO_03,13,33,33.81,23.2,LAST_LAUNCH,Symphony Health
INTEL_000374,TER_SO_03,14,33,32.95,18.29,LAST_LAUNCH,Symphony Health
INTEL_000375,TER_SO_03,15,36,33.66,25.24,LAST_LAUNCH,Symphony Health
INTEL_000376,TER_SO_03,16,36,36.01,15.67,LAST_LAUNCH,IQVIA
INTEL_000377,TER_SO_03,17,29,33.81,25.34,LAST_LAUNCH,IQVIA
INTEL_000378,TER_SO_03,18,33,33.24,26.36,LAST_LAUNCH,Symphony Health
INTEL_000379,TER_SO_03,19,31,34.14,23.81,LAST_LAUNCH,IQVIA
INTEL_000380,TER_SO_03,20,31,36.05,22.46,LAST_LAUNCH,IQVIA
INTEL_000381,TER_SO_03,21,36,32.36,24.71,LAST_LAUNCH,Symphony Health
INTEL_000382,TER_SO_03,22,30,32.8,23.7,LAST_LAUNCH,Symphony Health
INTEL_000383,TER_SO_03,23,30,35.35,24.11,LAST_LAUNCH,IQVIA
INTEL_000384,TER_SO_03,24,29,32.65,21.36,LAST_LAUNCH,Symphony Health
INTEL_000385,TER_SO_03,25,32,32.44,24.16,LAST_LAUNCH,IQVIA
INTEL_000386,TER_SO_03,26,30,32.69,20.1,LAST_LAUNCH,IQVIA
INTEL_000387,TER_SO_03,27,36,32.55,18.75,LAST_LAUNCH,IQVIA
INTEL_000388,TER_SO_03,28,33,34.52,18.75,LAST_LAUNCH,IQVIA
INTEL_000389,TER_SO_03,29,30,36.14,22.41,LAST_LAUNCH,IQVIA
INTEL_000390,TER_SO_03,30,29,35.32,16.32,LAST_LAUNCH,Symphony Health
INTEL_000391,TER_SO_03,31,29,33.03,22.14,LAST_LAUNCH,Symphony Health
INTEL_000392,TER_SO_03,32,35,36.59,20.58,LAST_LAUNCH,IQVIA
INTEL_000393,TER_SO_03,33,32,36.2,17.23,LAST_LAUNCH,IQVIA
INTEL_000394,TER_SO_03,34,27,34.42,17.11,LAST_LAUNCH,IQVIA
INTEL_000395,TER_SO_03,35,29,31.63,23.01,LAST_LAUNCH,Symphony Health
INTEL_000396,TER_SO_03,36,34,34.53,19.19,LAST_LAUNCH,IQVIA
INTEL_000397,TER_SO_03,37,36,36.98,22.37,LAST_LAUNCH,IQVIA
INTEL_000398,TER_SO_03,38,35,35.24,15.43,LAST_LAUNCH,IQVIA
INTEL_000399,TER_SO_03,39,36,37.07,14.85,LAST_LAUNCH,IQVIA
INTEL_000400,TER_SO_03,40,30,31.45,21.81,LAST_LAUNCH,IQVIA
INTEL_000401,TER_SO_03,41,32,36.0,20.24,LAST_LAUNCH,IQVIA
INTEL_000402,TER_SO_03,42,27,37.04,20.42,LAST_LAUNCH,IQVIA
INTEL_000403,TER_SO_03,43,30,37.05,17.92,LAST_LAUNCH,IQVIA
INTEL_000404,TER_SO_03,44,33,35.87,18.15,LAST_LAUNCH,IQVIA
INTEL_000405,TER_SO_03,45,32,32.95,26.78,LAST_LAUNCH,Symphony Health
INTEL_000406,TER_SO_03,46,34,32.21,26.36,LAST_LAUNCH,IQVIA
INTEL_000407,TER_SO_03,47,35,34.34,25.12,LAST_LAUNCH,IQVIA
INTEL_000408,TER_SO_03,48,32,33.72,19.26,LAST_LAUNCH,IQVIA
INTEL_000409,TER_SO_03,49,31,32.78,23.26,LAST_LAUNCH,IQVIA
INTEL_000410,TER_SO_03,50,32,33.44,22.63,LAST_LAUNCH,IQVIA
INTEL_000411,TER_SO_03,51,29,31.64,18.45,LAST_LAUNCH,IQVIA
INTEL_000412,TER_SO_03,52,32,31.46,22.04,LAST_LAUNCH,IQVIA
INTEL_000413,TER_SO_03,1,29,26.06,32.45,CURRENT_LAUNCH,IQVIA
INTEL_000414,TER_SO_03,2,27,27.31,29.24,CURRENT_LAUNCH,IQVIA
INTEL_000415,TER_SO_03,3,24,28.81,26.74,CURRENT_LAUNCH,IQVIA
INTEL_000416,TER_SO_03,4,27,29.87,31.23,CURRENT_LAUNCH,Symphony Health
INTEL_000417,TER_SO_03,5,27,32.22,30.68,CURRENT_LAUNCH,IQVIA
INTEL_000418,TER_SO_03,6,27,33.12,25.6,CURRENT_LAUNCH,IQVIA
INTEL_000419,TER_SO_03,7,28,34.08,24.27,CURRENT_LAUNCH,IQVIA
INTEL_000420,TER_SO_03,8,29,33.7,24.4,CURRENT_LAUNCH,Symphony Health
INTEL_000421,TER_SO_03,9,19,35.72,30.22,CURRENT_LAUNCH,IQVIA
INTEL_000422,TER_SO_03,10,19,36.26,28.34,CURRENT_LAUNCH,IQVIA
INTEL_000423,TER_SO_03,11,21,34.79,25.3,CURRENT_LAUNCH,IQVIA
INTEL_000424,TER_SO_03,12,24,36.02,29.46,CURRENT_LAUNCH,IQVIA
INTEL_000425,TER_SO_03,13,20,37.56,28.92,CURRENT_LAUNCH,Symphony Health
INTEL_000426,TER_SO_03,14,19,34.82,24.88,CURRENT_LAUNCH,Symphony Health
INTEL_000427,TER_SO_03,15,24,40.03,23.86,CURRENT_LAUNCH,IQVIA
INTEL_000428,TER_SO_03,16,19,36.82,24.99,CURRENT_LAUNCH,IQVIA
INTEL_000429,TER_SO_03,17,19,34.5,29.53,CURRENT_LAUNCH,IQVIA
INTEL_000430,TER_SO_03,18,24,35.81,25.85,CURRENT_LAUNCH,Symphony Health
INTEL_000431,TER_SO_03,19,23,39.77,26.23,CURRENT_LAUNCH,Symphony Health
INTEL_000432,TER_SO_03,20,25,35.54,23.69,CURRENT_LAUNCH,IQVIA
INTEL_000433,TER_MI_01,1,56,31.66,28.05,LAST_LAUNCH,Symphony Health
INTEL_000434,TER_MI_01,2,63,32.79,17.97,LAST_LAUNCH,Symphony Health
INTEL_000435,TER_MI_01,3,64,33.03,18.09,LAST_LAUNCH,IQVIA
INTEL_000436,TER_MI_01,4,58,35.39,17.29,LAST_LAUNCH,Symphony Health
INTEL_000437,TER_MI_01,5,59,36.8,14.44,LAST_LAUNCH,IQVIA
INTEL_000438,TER_MI_01,6,62,37.12,22.24,LAST_LAUNCH,IQVIA
INTEL_000439,TER_MI_01,7,63,40.49,10.07,LAST_LAUNCH,IQVIA
INTEL_000440,TER_MI_01,8,62,38.08,17.11,LAST_LAUNCH,Symphony Health
INTEL_000441,TER_MI_01,9,51,44.9,14.68,LAST_LAUNCH,IQVIA
INTEL_000442,TER_MI_01,10,47,40.21,11.09,LAST_LAUNCH,Symphony Health
INTEL_000443,TER_MI_01,11,45,42.68,13.56,LAST_LAUNCH,Symphony Health
INTEL_000444,TER_MI_01,12,48,44.25,11.34,LAST_LAUNCH,IQVIA
INTEL_000445,TER_MI_01,13,54,43.0,14.09,LAST_LAUNCH,IQVIA
INTEL_000446,TER_MI_01,14,51,40.93,10.97,LAST_LAUNCH,Symphony Health
INTEL_000447,TER_MI_01,15,49,45.09,9.26,LAST_LAUNCH,IQVIA
INTEL_000448,TER_MI_01,16,53,44.15,15.17,LAST_LAUNCH,Symphony Health
INTEL_000449,TER_MI_01,17,52,43.23,10.54,LAST_LAUNCH,IQVIA
INTEL_000450,TER_MI_01,18,56,44.1,10.17,LAST_LAUNCH,Symphony Health
INTEL_000451,TER_MI_01,19,46,43.5,9.24,LAST_LAUNCH,Symphony Health
INTEL_000452,TER_MI_01,20,44,44.62,11.97,LAST_LAUNCH,Symphony Health
INTEL_000453,TER_MI_01,21,51,44.22,14.23,LAST_LAUNCH,Symphony Health
INTEL_000454,TER_MI_01,22,42,44.78,13.55,LAST_LAUNCH,IQVIA
INTEL_000455,TER_MI_01,23,55,40.24,19.02,LAST_LAUNCH,IQVIA
INTEL_000456,TER_MI_01,24,52,43.15,14.77,LAST_LAUNCH,Symphony Health
INTEL_000457,TER_MI_01,25,47,42.84,17.14,LAST_LAUNCH,IQVIA
INTEL_000458,TER_MI_01,26,57,44.27,12.05,LAST_LAUNCH,Symphony Health
INTEL_000459,TER_MI_01,27,52,41.6,13.4,LAST_LAUNCH,IQVIA
INTEL_000460,TER_MI_01,28,56,42.48,10.94,LAST_LAUNCH,Symphony Health
INTEL_000461,TER_MI_01,29,57,45.06,14.44,LAST_LAUNCH,IQVIA
INTEL_000462,TER_MI_01,30,43,44.92,10.25,LAST_LAUNCH,Symphony Health
INTEL_000463,TER_MI_01,31,47,42.41,13.84,LAST_LAUNCH,Symphony Health
INTEL_000464,TER_MI_01,32,53,44.07,14.6,LAST_LAUNCH,IQVIA
INTEL_000465,TER_MI_01,33,54,40.95,10.28,LAST_LAUNCH,IQVIA
INTEL_000466,TER_MI_01,34,50,40.1,14.72,LAST_LAUNCH,IQVIA
INTEL_000467,TER_MI_01,35,53,44.72,5.89,LAST_LAUNCH,Symphony Health
INTEL_000468,TER_MI_01,36,52,41.62,8.56,LAST_LAUNCH,IQVIA
INTEL_000469,TER_MI_01,37,45,40.45,13.04,LAST_LAUNCH,IQVIA
INTEL_000470,TER_MI_01,38,56,43.89,7.76,LAST_LAUNCH,IQVIA
INTEL_000471,TER_MI_01,39,48,45.15,11.45,LAST_LAUNCH,Symphony Health
INTEL_000472,TER_MI_01,40,48,43.03,13.01,LAST_LAUNCH,IQVIA
INTEL_000473,TER_MI_01,41,56,40.27,10.15,LAST_LAUNCH,IQVIA
INTEL_000474,TER_MI_01,42,44,39.46,19.58,LAST_LAUNCH,IQVIA
INTEL_000475,TER_MI_01,43,49,41.47,9.22,LAST_LAUNCH,IQVIA
INTEL_000476,TER_MI_01,44,48,44.07,14.35,LAST_LAUNCH,IQVIA
INTEL_000477,TER_MI_01,45,51,43.48,7.08,LAST_LAUNCH,IQVIA
INTEL_000478,TER_MI_01,46,49,44.71,10.64,LAST_LAUNCH,IQVIA
INTEL_000479,TER_MI_01,47,47,40.11,15.57,LAST_LAUNCH,Symphony Health
INTEL_000480,TER_MI_01,48,44,45.02,9.74,LAST_LAUNCH,Symphony Health
INTEL_000481,TER_MI_01,49,42,42.97,12.16,LAST_LAUNCH,Symphony Health
INTEL_000482,TER_MI_01,50,46,42.27,14.39,LAST_LAUNCH,Symphony Health
INTEL_000483,TER_MI_01,51,56,39.55,18.71,LAST_LAUNCH,Symphony Health
INTEL_000484,TER_MI_01,52,53,43.61,15.27,LAST_LAUNCH,IQVIA
INTEL_000485,TER_MI_01,1,55,33.67,25.7,CURRENT_LAUNCH,Symphony Health
INTEL_000486,TER_MI_01,2,44,34.49,26.12,CURRENT_LAUNCH,Symphony Health
INTEL_000487,TER_MI_01,3,50,36.45,24.52,CURRENT_LAUNCH,Symphony Health
INTEL_000488,TER_MI_01,4,52,36.6,24.43,CURRENT_LAUNCH,IQVIA
INTEL_000489,TER_MI_01,5,52,39.03,22.37,CURRENT_LAUNCH,IQVIA
INTEL_000490,TER_MI_01,6,53,40.82,25.25,CURRENT_LAUNCH,IQVIA
INTEL_000491,TER_MI_01,7,55,39.54,26.41,CURRENT_LAUNCH,IQVIA
INTEL_000492,TER_MI_01,8,45,40.27,21.15,CURRENT_LAUNCH,Symphony Health
INTEL_000493,TER_MI_01,9,36,41.57,22.09,CURRENT_LAUNCH,IQVIA
INTEL_000494,TER_MI_01,10,41,45.21,21.01,CURRENT_LAUNCH,IQVIA
INTEL_000495,TER_MI_01,11,34,45.93,22.48,CURRENT_LAUNCH,IQVIA
INTEL_000496,TER_MI_01,12,40,45.46,21.06,CURRENT_LAUNCH,IQVIA
INTEL_000497,TER_MI_01,13,43,43.39,24.26,CURRENT_LAUNCH,IQVIA
INTEL_000498,TER_MI_01,14,35,45.97,18.94,CURRENT_LAUNCH,IQVIA
INTEL_000499,TER_MI_01,15,39,44.42,21.63,CURRENT_LAUNCH,IQVIA
INTEL_000500,TER_MI_01,16,34,46.2,19.15,CURRENT_LAUNCH,IQVIA
INTEL_000501,TER_MI_01,17,39,46.46,20.33,CURRENT_LAUNCH,IQVIA
INTEL_000502,TER_MI_01,18,35,45.29,24.42,CURRENT_LAUNCH,IQVIA
INTEL_000503,TER_MI_01,19,44,43.95,22.6,CURRENT_LAUNCH,Symphony Health
INTEL_000504,TER_MI_01,20,39,44.66,24.5,CURRENT_LAUNCH,Symphony Health
INTEL_000505,TER_MI_02,1,36,21.17,37.29,LAST_LAUNCH,IQVIA
INTEL_000506,TER_MI_02,2,35,22.68,33.04,LAST_LAUNCH,IQVIA
INTEL_000507,TER_MI_02,3,34,24.51,26.67,LAST_LAUNCH,Symphony Health
INTEL_000508,TER_MI_02,4,32,25.18,34.16,LAST_LAUNCH,Symphony Health
INTEL_000509,TER_MI_02,5,32,26.0,29.5,LAST_LAUNCH,IQVIA
INTEL_000510,TER_MI_02,6,36,27.0,26.99,LAST_LAUNCH,IQVIA
INTEL_000511,TER_MI_02,7,36,26.99,27.1,LAST_LAUNCH,Symphony Health
INTEL_000512,TER_MI_02,8,35,29.86,23.55,LAST_LAUNCH,IQVIA
INTEL_000513,TER_MI_02,9,23,33.74,16.8,LAST_LAUNCH,Symphony Health
INTEL_000514,TER_MI_02,10,29,30.27,22.07,LAST_LAUNCH,IQVIA
INTEL_000515,TER_MI_02,11,26,29.83,23.48,LAST_LAUNCH,IQVIA
INTEL_000516,TER_MI_02,12,28,30.08,29.55,LAST_LAUNCH,Symphony Health
INTEL_000517,TER_MI_02,13,29,34.74,18.69,LAST_LAUNCH,IQVIA
INTEL_000518,TER_MI_02,14,29,29.28,23.76,LAST_LAUNCH,IQVIA
INTEL_000519,TER_MI_02,15,27,33.5,17.28,LAST_LAUNCH,IQVIA
INTEL_000520,TER_MI_02,16,29,29.62,24.47,LAST_LAUNCH,IQVIA
INTEL_000521,TER_MI_02,17,25,34.46,17.14,LAST_LAUNCH,Symphony Health
INTEL_000522,TER_MI_02,18,25,30.5,21.18,LAST_LAUNCH,IQVIA
INTEL_000523,TER_MI_02,19,28,30.67,28.63,LAST_LAUNCH,IQVIA
INTEL_000524,TER_MI_02,20,30,31.57,22.99,LAST_LAUNCH,IQVIA
INTEL_000525,TER_MI_02,21,31,32.74,18.33,LAST_LAUNCH,Symphony Health
INTEL_000526,TER_MI_02,22,30,29.57,23.12,LAST_LAUNCH,Symphony Health
INTEL_000527,TER_MI_02,23,24,34.95,24.03,LAST_LAUNCH,Symphony Health
INTEL_000528,TER_MI_02,24,30,32.03,20.9,LAST_LAUNCH,IQVIA
INTEL_000529,TER_MI_02,25,31,34.96,19.32,LAST_LAUNCH,Symphony Health
INTEL_000530,TER_MI_02,26,26,31.75,21.15,LAST_LAUNCH,IQVIA
INTEL_000531,TER_MI_02,27,28,34.3,21.22,LAST_LAUNCH,IQVIA
INTEL_000532,TER_MI_02,28,29,33.69,16.94,LAST_LAUNCH,Symphony Health
INTEL_000533,TER_MI_02,29,31,32.7,26.3,LAST_LAUNCH,IQVIA
INTEL_000534,TER_MI_02,30,27,31.18,22.84,LAST_LAUNCH,IQVIA
INTEL_000535,TER_MI_02,31,30,31.24,24.47,LAST_LAUNCH,IQVIA
INTEL_000536,TER_MI_02,32,26,33.41,21.63,LAST_LAUNCH,Symphony Health
INTEL_000537,TER_MI_02,33,25,32.33,27.6,LAST_LAUNCH,IQVIA
INTEL_000538,TER_MI_02,34,31,30.09,23.11,LAST_LAUNCH,IQVIA
INTEL_000539,TER_MI_02,35,29,33.5,22.94,LAST_LAUNCH,IQVIA
INTEL_000540,TER_MI_02,36,26,30.06,23.06,LAST_LAUNCH,IQVIA
INTEL_000541,TER_MI_02,37,31,33.59,25.92,LAST_LAUNCH,IQVIA
INTEL_000542,TER_MI_02,38,23,35.11,16.51,LAST_LAUNCH,IQVIA
INTEL_000543,TER_MI_02,39,29,33.59,17.0,LAST_LAUNCH,Symphony Health
INTEL_000544,TER_MI_02,40,30,29.73,23.22,LAST_LAUNCH,Symphony Health
INTEL_000545,TER_MI_02,41,23,31.02,20.37,LAST_LAUNCH,IQVIA
INTEL_000546,TER_MI_02,42,31,29.37,29.3,LAST_LAUNCH,IQVIA
INTEL_000547,TER_MI_02,43,24,34.59,22.56,LAST_LAUNCH,IQVIA
INTEL_000548,TER_MI_02,44,29,32.67,26.68,LAST_LAUNCH,IQVIA
INTEL_000549,TER_MI_02,45,27,29.53,24.61,LAST_LAUNCH,IQVIA
INTEL_000550,TER_MI_02,46,29,32.23,21.85,LAST_LAUNCH,IQVIA
INTEL_000551,TER_MI_02,47,29,30.15,21.04,LAST_LAUNCH,IQVIA
INTEL_000552,TER_MI_02,48,26,32.17,22.28,LAST_LAUNCH,Symphony Health
INTEL_000553,TER_MI_02,49,31,30.4,26.57,LAST_LAUNCH,Symphony Health
INTEL_000554,TER_MI_02,50,29,34.68,20.14,LAST_LAUNCH,IQVIA
INTEL_000555,TER_MI_02,51,26,31.56,24.19,LAST_LAUNCH,IQVIA
INTEL_000556,TER_MI_02,52,29,34.59,22.07,LAST_LAUNCH,Symphony Health
INTEL_000557,TER_MI_02,1,39,23.72,32.21,CURRENT_LAUNCH,IQVIA
INTEL_000558,TER_MI_02,2,35,25.01,35.77,CURRENT_LAUNCH,IQVIA
INTEL_000559,TER_MI_02,3,39,26.99,29.34,CURRENT_LAUNCH,Symphony Health
INTEL_000560,TER_MI_02,4,33,27.41,35.39,CURRENT_LAUNCH,Symphony Health
INTEL_000561,TER_MI_02,5,33,29.76,28.37,CURRENT_LAUNCH,Symphony Health
INTEL_000562,TER_MI_02,6,33,31.43,28.07,CURRENT_LAUNCH,IQVIA
INTEL_000563,TER_MI_02,7,40,29.78,31.99,CURRENT_LAUNCH,IQVIA
INTEL_000564,TER_MI_02,8,40,33.79,29.28,CURRENT_LAUNCH,IQVIA
INTEL_000565,TER_MI_02,9,29,37.19,22.58,CURRENT_LAUNCH,IQVIA
INTEL_000566,TER_MI_02,10,30,34.71,30.39,CURRENT_LAUNCH,IQVIA
INTEL_000567,TER_MI_02,11,30,35.38,30.65,CURRENT_LAUNCH,IQVIA
INTEL_000568,TER_MI_02,12,26,33.19,30.18,CURRENT_LAUNCH,IQVIA
INTEL_000569,TER_MI_02,13,30,32.39,25.35,CURRENT_LAUNCH,Symphony Health
INTEL_000570,TER_MI_02,14,31,36.93,22.49,CURRENT_LAUNCH,Symphony Health
INTEL_000571,TER_MI_02,15,30,33.26,25.74,CURRENT_LAUNCH,IQVIA
INTEL_000572,TER_MI_02,16,32,33.12,28.35,CURRENT_LAUNCH,Symphony Health
INTEL_000573,TER_MI_02,17,30,36.75,24.68,CURRENT_LAUNCH,IQVIA
INTEL_000574,TER_MI_02,18,33,35.39,24.54,CURRENT_LAUNCH,IQVIA
INTEL_000575,TER_MI_02,19,33,37.22,26.6,CURRENT_LAUNCH,IQVIA
INTEL_000576,TER_MI_02,20,27,34.68,26.37,CURRENT_LAUNCH,IQVIA
INTEL_000577,TER_MI_03,1,36,22.09,35.66,LAST_LAUNCH,Symphony Health
INTEL_000578,TER_MI_03,2,40,23.92,34.78,LAST_LAUNCH,Symphony Health
INTEL_000579,TER_MI_03,3,38,24.3,29.95,LAST_LAUNCH,IQVIA
INTEL_000580,TER_MI_03,4,37,24.76,31.37,LAST_LAUNCH,IQVIA
INTEL_000581,TER_MI_03,5,33,26.9,24.36,LAST_LAUNCH,IQVIA
INTEL_000582,TER_MI_03,6,39,26.41,32.98,LAST_LAUNCH,IQVIA
INTEL_000583,TER_MI_03,7,40,28.2,27.63,LAST_LAUNCH,IQVIA
INTEL_000584,TER_MI_03,8,41,28.52,27.94,LAST_LAUNCH,Symphony Health
INTEL_000585,TER_MI_03,9,27,35.2,16.18,LAST_LAUNCH,IQVIA
INTEL_000586,TER_MI_03,10,25,34.1,20.24,LAST_LAUNCH,Symphony Health
INTEL_000587,TER_MI_03,11,25,33.02,24.91,LAST_LAUNCH,IQVIA
INTEL_000588,TER_MI_03,12,26,35.2,24.65,LAST_LAUNCH,IQVIA
INTEL_000589,TER_MI_03,13,28,34.11,18.56,LAST_LAUNCH,Symphony Health
INTEL_000590,TER_MI_03,14,34,34.62,19.65,LAST_LAUNCH,IQVIA
INTEL_000591,TER_MI_03,15,33,31.77,18.62,LAST_LAUNCH,Symphony Health
INTEL_000592,TER_MI_03,16,25,31.82,22.78,LAST_LAUNCH,IQVIA
INTEL_000593,TER_MI_03,17,30,33.84,18.99,LAST_LAUNCH,Symphony Health
INTEL_000594,TER_MI_03,18,28,30.16,28.77,LAST_LAUNCH,IQVIA
INTEL_000595,TER_MI_03,19,34,34.54,21.56,LAST_LAUNCH,IQVIA
INTEL_000596,TER_MI_03,20,28,36.14,22.73,LAST_LAUNCH,Symphony Health
INTEL_000597,TER_MI_03,21,27,33.37,20.59,LAST_LAUNCH,IQVIA
INTEL_000598,TER_MI_03,22,27,33.76,24.46,LAST_LAUNCH,IQVIA
INTEL_000599,TER_MI_03,23,31,31.18,24.25,LAST_LAUNCH,IQVIA
INTEL_000600,TER_MI_03,24,34,35.03,23.43,LAST_LAUNCH,IQVIA
INTEL_000601,TER_MI_03,25,29,33.82,20.67,LAST_LAUNCH,IQVIA
INTEL_000602,TER_MI_03,26,30,30.57,22.61,LAST_LAUNCH,IQVIA
INTEL_000603,TER_MI_03,27,32,31.86,21.15,LAST_LAUNCH,IQVIA
INTEL_000604,TER_MI_03,28,27,32.36,19.74,LAST_LAUNCH,Symphony Health
INTEL_000605,TER_MI_03,29,26,31.0,20.53,LAST_LAUNCH,IQVIA
