spend_id,month,year,channel,drug_name,spend_usd,territory_id,launch_phase
SPEND_00290,9,2021,Samples,VEXORIN,10979.31,TER_MI_01,LAST_LAUNCH
SPEND_00291,9,2021,CME_Events,VEXORIN,6818.9,TER_MI_02,LAST_LAUNCH
SPEND_00292,9,2021,Samples,VEXORIN,10108.98,TER_MI_02,LAST_LAUNCH
SPEND_00293,9,2021,CME_Events,VEXORIN,6296.26,TER_MI_03,LAST_LAUNCH
SPEND_00294,9,2021,Samples,VEXORIN,15134.51,TER_MI_03,LAST_LAUNCH
SPEND_00295,9,2021,CME_Events,VEXORIN,8625.21,TER_MO_01,LAST_LAUNCH
SPEND_00296,9,2021,Samples,VEXORIN,11801.09,TER_MO_01,LAST_LAUNCH
SPEND_00297,9,2021,CME_Events,VEXORIN,8006.15,TER_MO_02,LAST_LAUNCH
SPEND_00298,9,2021,Samples,VEXORIN,14462.94,TER_MO_02,LAST_LAUNCH
SPEND_00299,9,2021,CME_Events,VEXORIN,5697.36,TER_MO_03,LAST_LAUNCH
SPEND_00300,9,2021,Samples,VEXORIN,14568.71,TER_MO_03,LAST_LAUNCH
SPEND_00301,9,2021,CME_Events,VEXORIN,6081.03,TER_PA_01,LAST_LAUNCH
SPEND_00302,9,2021,Samples,VEXORIN,9005.12,TER_PA_01,LAST_LAUNCH
SPEND_00303,9,2021,CME_Events,VEXORIN,10328.89,TER_PA_02,LAST_LAUNCH
SPEND_00304,9,2021,Samples,VEXORIN,12568.28,TER_PA_02,LAST_LAUNCH
SPEND_00305,9,2021,CME_Events,VEXORIN,6960.65,TER_PA_03,LAST_LAUNCH
SPEND_00306,9,2021,Samples,VEXORIN,12044.05,TER_PA_03,LAST_LAUNCH
SPEND_00307,10,2021,Digital,VEXORIN,242260.98,,LAST_LAUNCH
SPEND_00308,10,2021,Print,VEXORIN,41761.13,,LAST_LAUNCH
SPEND_00309,10,2021,Congress,VEXORIN,93430.66,,LAST_LAUNCH
SPEND_00310,10,2021,KOL_Engagement,VEXORIN,93692.98,,LAST_LAUNCH
SPEND_00311,10,2021,CME_Events,VEXORIN,9985.23,TER_NO_01,LAST_LAUNCH
SPEND_00312,10,2021,Samples,VEXORIN,13594.88,TER_NO_01,LAST_LAUNCH
SPEND_00313,10,2021,CME_Events,VEXORIN,6539.37,TER_NO_02,LAST_LAUNCH
SPEND_00314,10,2021,Samples,VEXORIN,13053.38,TER_NO_02,LAST_LAUNCH
SPEND_00315,10,2021,CME_Events,VEXORIN,9819.38,TER_NO_03,LAST_LAUNCH
SPEND_00316,10,2021,Samples,VEXORIN,11398.04,TER_NO_03,LAST_LAUNCH
SPEND_00317,10,2021,CME_Events,VEXORIN,7822.69,TER_SO_01,LAST_LAUNCH
SPEND_00318,10,2021,Samples,VEXORIN,9597.88,TER_SO_01,LAST_LAUNCH
SPEND_00319,10,2021,CME_Events,VEXORIN,8201.79,TER_SO_02,LAST_LAUNCH
SPEND_00320,10,2021,Samples,VEXORIN,9174.62,TER_SO_02,LAST_LAUNCH
SPEND_00321,10,2021,CME_Events,VEXORIN,9573.46,TER_SO_03,LAST_LAUNCH
SPEND_00322,10,2021,Samples,VEXORIN,9765.15,TER_SO_03,LAST_LAUNCH
SPEND_00323,10,2021,CME_Events,VEXORIN,8935.46,TER_MI_01,LAST_LAUNCH
SPEND_00324,10,2021,Samples,VEXORIN,8742.0,TER_MI_01,LAST_LAUNCH
SPEND_00325,10,2021,CME_Events,VEXORIN,8760.97,TER_MI_02,LAST_LAUNCH
SPEND_00326,10,2021,Samples,VEXORIN,13190.87,TER_MI_02,LAST_LAUNCH
SPEND_00327,10,2021,CME_Events,VEXORIN,5792.43,TER_MI_03,LAST_LAUNCH
SPEND_00328,10,2021,Samples,VEXORIN,11050.27,TER_MI_03,LAST_LAUNCH
SPEND_00329,10,2021,CME_Events,VEXORIN,6142.6,TER_MO_01,LAST_LAUNCH
SPEND_00330,10,2021,Samples,VEXORIN,14693.06,TER_MO_01,LAST_LAUNCH
SPEND_00331,10,2021,CME_Events,VEXORIN,9931.78,TER_MO_02,LAST_LAUNCH
SPEND_00332,10,2021,Samples,VEXORIN,11674.42,TER_MO_02,LAST_LAUNCH
SPEND_00333,10,2021,CME_Events,VEXORIN,10084.2,TER_MO_03,LAST_LAUNCH
SPEND_00334,10,2021,Samples,VEXORIN,15275.12,TER_MO_03,LAST_LAUNCH
SPEND_00335,10,2021,CME_Events,VEXORIN,6194.71,TER_PA_01,LAST_LAUNCH
SPEND_00336,10,2021,Samples,VEXORIN,10413.94,TER_PA_01,LAST_LAUNCH
SPEND_00337,10,2021,CME_Events,VEXORIN,6429.17,TER_PA_02,LAST_LAUNCH
SPEND_00338,10,2021,Samples,VEXORIN,14066.14,TER_PA_02,LAST_LAUNCH
SPEND_00339,10,2021,CME_Events,VEXORIN,8387.52,TER_PA_03,LAST_LAUNCH
SPEND_00340,10,2021,Samples,VEXORIN,12709.67,TER_PA_03,LAST_LAUNCH
SPEND_00341,11,2021,Digital,VEXORIN,204175.66,,LAST_LAUNCH
SPEND_00342,11,2021,Print,VEXORIN,40569.37,,LAST_LAUNCH
SPEND_00343,11,2021,Congress,VEXORIN,100241.96,,LAST_LAUNCH
SPEND_00344,11,2021,KOL_Engagement,VEXORIN,101497.81,,LAST_LAUNCH
SPEND_00345,11,2021,CME_Events,VEXORIN,7586.38,TER_NO_01,LAST_LAUNCH
SPEND_00346,11,2021,Samples,VEXORIN,9348.74,TER_NO_01,LAST_LAUNCH
SPEND_00347,11,2021,CME_Events,VEXORIN,8602.24,TER_NO_02,LAST_LAUNCH
SPEND_00348,11,2021,Samples,VEXORIN,12908.91,TER_NO_02,LAST_LAUNCH
SPEND_00349,11,2021,CME_Events,VEXORIN,10257.62,TER_NO_03,LAST_LAUNCH
SPEND_00350,11,2021,Samples,VEXORIN,9882.1,TER_NO_03,LAST_LAUNCH
SPEND_00351,11,2021,CME_Events,VEXORIN,6433.79,TER_SO_01,LAST_LAUNCH
SPEND_00352,11,2021,Samples,VEXORIN,14418.79,TER_SO_01,LAST_LAUNCH
SPEND_00353,11,2021,CME_Events,VEXORIN,5884.94,TER_SO_02,LAST_LAUNCH
SPEND_00354,11,2021,Samples,VEXORIN,9412.79,TER_SO_02,LAST_LAUNCH
SPEND_00355,11,2021,CME_Events,VEXORIN,5897.69,TER_SO_03,LAST_LAUNCH
SPEND_00356,11,2021,Samples,VEXORIN,11780.43,TER_SO_03,LAST_LAUNCH
SPEND_00357,11,2021,CME_Events,VEXORIN,7679.76,TER_MI_01,LAST_LAUNCH
SPEND_00358,11,2021,Samples,VEXORIN,11529.22,TER_MI_01,LAST_LAUNCH
SPEND_00359,11,2021,CME_Events,VEXORIN,8938.77,TER_MI_02,LAST_LAUNCH
SPEND_00360,11,2021,Samples,VEXORIN,14659.39,TER_MI_02,LAST_LAUNCH
SPEND_00361,11,2021,CME_Events,VEXORIN,5638.61,TER_MI_03,LAST_LAUNCH
SPEND_00362,11,2021,Samples,VEXORIN,13975.1,TER_MI_03,LAST_LAUNCH
SPEND_00363,11,2021,CME_Events,VEXORIN,8692.55,TER_MO_01,LAST_LAUNCH
SPEND_00364,11,2021,Samples,VEXORIN,12461.85,TER_MO_01,LAST_LAUNCH
SPEND_00365,11,2021,CME_Events,VEXORIN,9986.58,TER_MO_02,LAST_LAUNCH
SPEND_00366,11,2021,Samples,VEXORIN,15493.62,TER_MO_02,LAST_LAUNCH
SPEND_00367,11,2021,CME_Events,VEXORIN,7454.89,TER_MO_03,LAST_LAUNCH
SPEND_00368,11,2021,Samples,VEXORIN,13153.15,TER_MO_03,LAST_LAUNCH
SPEND_00369,11,2021,CME_Events,VEXORIN,5676.44,TER_PA_01,LAST_LAUNCH
SPEND_00370,11,2021,Samples,VEXORIN,9811.94,TER_PA_01,LAST_LAUNCH
SPEND_00371,11,2021,CME_Events,VEXORIN,6001.92,TER_PA_02,LAST_LAUNCH
SPEND_00372,11,2021,Samples,VEXORIN,13629.0,TER_PA_02,LAST_LAUNCH
SPEND_00373,11,2021,CME_Events,VEXORIN,8632.6,TER_PA_03,LAST_LAUNCH
SPEND_00374,11,2021,Samples,VEXORIN,10883.77,TER_PA_03,LAST_LAUNCH
SPEND_00375,12,2021,Digital,VEXORIN,242366.0,,LAST_LAUNCH
SPEND_00376,12,2021,Print,VEXORIN,51313.82,,LAST_LAUNCH
SPEND_00377,12,2021,Congress,VEXORIN,97491.47,,LAST_LAUNCH
SPEND_00378,12,2021,KOL_Engagement,VEXORIN,99797.76,,LAST_LAUNCH
SPEND_00379,12,2021,CME_Events,VEXORIN,10385.95,TER_NO_01,LAST_LAUNCH
SPEND_00380,12,2021,Samples,VEXORIN,15457.17,TER_NO_01,LAST_LAUNCH
SPEND_00381,12,2021,CME_Events,VEXORIN,9288.78,TER_NO_02,LAST_LAUNCH
SPEND_00382,12,2021,Samples,VEXORIN,10531.89,TER_NO_02,LAST_LAUNCH
SPEND_00383,12,2021,CME_Events,VEXORIN,10189.62,TER_NO_03,LAST_LAUNCH
SPEND_00384,12,2021,Samples,VEXORIN,9219.0,TER_NO_03,LAST_LAUNCH
SPEND_00385,12,2021,CME_Events,VEXORIN,6232.3,TER_SO_01,LAST_LAUNCH
SPEND_00386,12,2021,Samples,VEXORIN,9630.39,TER_SO_01,LAST_LAUNCH
SPEND_00387,12,2021,CME_Events,VEXORIN,10065.36,TER_SO_02,LAST_LAUNCH
SPEND_00388,12,2021,Samples,VEXORIN,11691.93,TER_SO_02,LAST_LAUNCH
SPEND_00389,12,2021,CME_Events,VEXORIN,10344.98,TER_SO_03,LAST_LAUNCH
SPEND_00390,12,2021,Samples,VEXORIN,9571.49,TER_SO_03,LAST_LAUNCH
SPEND_00391,12,2021,CME_Events,VEXORIN,6224.09,TER_MI_01,LAST_LAUNCH
SPEND_00392,12,2021,Samples,VEXORIN,12727.57,TER_MI_01,LAST_LAUNCH
SPEND_00393,12,2021,CME_Events,VEXORIN,7105.37,TER_MI_02,LAST_LAUNCH
SPEND_00394,12,2021,Samples,VEXORIN,10123.61,TER_MI_02,LAST_LAUNCH
SPEND_00395,12,2021,CME_Events,VEXORIN,5953.64,TER_MI_03,LAST_LAUNCH
SPEND_00396,12,2021,Samples,VEXORIN,10794.51,TER_MI_03,LAST_LAUNCH
SPEND_00397,12,2021,CME_Events,VEXORIN,5898.43,TER_MO_01,LAST_LAUNCH
SPEND_00398,12,2021,Samples,VEXORIN,11229.57,TER_MO_01,LAST_LAUNCH
SPEND_00399,12,2021,CME_Events,VEXORIN,8876.74,TER_MO_02,LAST_LAUNCH
SPEND_00400,12,2021,Samples,VEXORIN,11544.25,TER_MO_02,LAST_LAUNCH
SPEND_00401,12,2021,CME_Events,VEXORIN,7759.59,TER_MO_03,LAST_LAUNCH
SPEND_00402,12,2021,Samples,VEXORIN,8787.57,TER_MO_03,LAST_LAUNCH
SPEND_00403,12,2021,CME_Events,VEXORIN,6660.79,TER_PA_01,LAST_LAUNCH
SPEND_00404,12,2021,Samples,VEXORIN,14489.68,TER_PA_01,LAST_LAUNCH
SPEND_00405,12,2021,CME_Events,VEXORIN,7205.19,TER_PA_02,LAST_LAUNCH
SPEND_00406,12,2021,Samples,VEXORIN,15350.36,TER_PA_02,LAST_LAUNCH
SPEND_00407,12,2021,CME_Events,VEXORIN,8281.8,TER_PA_03,LAST_LAUNCH
SPEND_00408,12,2021,Samples,VEXORIN,15344.61,TER_PA_03,LAST_LAUNCH
SPEND_00409,1,2022,Digital,VEXORIN,223588.44,,LAST_LAUNCH
SPEND_00410,1,2022,Print,VEXORIN,48972.92,,LAST_LAUNCH
SPEND_00411,1,2022,Congress,VEXORIN,99343.4,,LAST_LAUNCH
SPEND_00412,1,2022,KOL_Engagement,VEXORIN,88710.51,,LAST_LAUNCH
SPEND_00413,1,2022,CME_Events,VEXORIN,7604.54,TER_NO_01,LAST_LAUNCH
SPEND_00414,1,2022,Samples,VEXORIN,9755.48,TER_NO_01,LAST_LAUNCH
SPEND_00415,1,2022,CME_Events,VEXORIN,5820.65,TER_NO_02,LAST_LAUNCH
SPEND_00416,1,2022,Samples,VEXORIN,10755.92,TER_NO_02,LAST_LAUNCH
SPEND_00417,1,2022,CME_Events,VEXORIN,6292.33,TER_NO_03,LAST_LAUNCH
SPEND_00418,1,2022,Samples,VEXORIN,13669.91,TER_NO_03,LAST_LAUNCH
SPEND_00419,1,2022,CME_Events,VEXORIN,7888.43,TER_SO_01,LAST_LAUNCH
SPEND_00420,1,2022,Samples,VEXORIN,12836.31,TER_SO_01,LAST_LAUNCH
SPEND_00421,1,2022,CME_Events,VEXORIN,5749.29,TER_SO_02,LAST_LAUNCH
SPEND_00422,1,2022,Samples,VEXORIN,15313.82,TER_SO_02,LAST_LAUNCH
SPEND_00423,1,2022,CME_Events,VEXORIN,6433.38,TER_SO_03,LAST_LAUNCH
SPEND_00424,1,2022,Samples,VEXORIN,10937.73,TER_SO_03,LAST_LAUNCH
SPEND_00425,1,2022,CME_Events,VEXORIN,8630.08,TER_MI_01,LAST_LAUNCH
SPEND_00426,1,2022,Samples,VEXORIN,13364.99,TER_MI_01,LAST_LAUNCH
SPEND_00427,1,2022,CME_Events,VEXORIN,6040.24,TER_MI_02,LAST_LAUNCH
SPEND_00428,1,2022,Samples,VEXORIN,13078.89,TER_MI_02,LAST_LAUNCH
SPEND_00429,1,2022,CME_Events,VEXORIN,7167.05,TER_MI_03,LAST_LAUNCH
SPEND_00430,1,2022,Samples,VEXORIN,14752.64,TER_MI_03,LAST_LAUNCH
SPEND_00431,1,2022,CME_Events,VEXORIN,7602.66,TER_MO_01,LAST_LAUNCH
SPEND_00432,1,2022,Samples,VEXORIN,14914.24,TER_MO_01,LAST_LAUNCH
SPEND_00433,1,2022,CME_Events,VEXORIN,10355.38,TER_MO_02,LAST_LAUNCH
SPEND_00434,1,2022,Samples,VEXORIN,11192.21,TER_MO_02,LAST_LAUNCH
SPEND_00435,1,2022,CME_Events,VEXORIN,7002.03,TER_MO_03,LAST_LAUNCH
SPEND_00436,1,2022,Samples,VEXORIN,14266.53,TER_MO_03,LAST_LAUNCH
SPEND_00437,1,2022,CME_Events,VEXORIN,8290.52,TER_PA_01,LAST_LAUNCH
SPEND_00438,1,2022,Samples,VEXORIN,8864.2,TER_PA_01,LAST_LAUNCH
SPEND_00439,1,2022,CME_Events,VEXORIN,7721.25,TER_PA_02,LAST_LAUNCH
SPEND_00440,1,2022,Samples,VEXORIN,11205.57,TER_PA_02,LAST_LAUNCH
SPEND_00441,1,2022,CME_Events,VEXORIN,8673.46,TER_PA_03,LAST_LAUNCH
SPEND_00442,1,2022,Samples,VEXORIN,13676.35,TER_PA_03,LAST_LAUNCH
SPEND_00443,2,2022,Digital,VEXORIN,189445.45,,LAST_LAUNCH
SPEND_00444,2,2022,Print,VEXORIN,47046.75,,LAST_LAUNCH
SPEND_00445,2,2022,Congress,VEXORIN,80445.65,,LAST_LAUNCH
SPEND_00446,2,2022,KOL_Engagement,VEXORIN,86232.06,,LAST_LAUNCH
SPEND_00447,2,2022,CME_Events,VEXORIN,9966.68,TER_NO_01,LAST_LAUNCH
SPEND_00448,2,2022,Samples,VEXORIN,14398.92,TER_NO_01,LAST_LAUNCH
SPEND_00449,2,2022,CME_Events,VEXORIN,8141.72,TER_NO_02,LAST_LAUNCH
SPEND_00450,2,2022,Samples,VEXORIN,9183.33,TER_NO_02,LAST_LAUNCH
SPEND_00451,2,2022,CME_Events,VEXORIN,6213.15,TER_NO_03,LAST_LAUNCH
SPEND_00452,2,2022,Samples,VEXORIN,11694.8,TER_NO_03,LAST_LAUNCH
SPEND_00453,2,2022,CME_Events,VEXORIN,7375.08,TER_SO_01,LAST_LAUNCH
SPEND_00454,2,2022,Samples,VEXORIN,13853.55,TER_SO_01,LAST_LAUNCH
SPEND_00455,2,2022,CME_Events,VEXORIN,10017.34,TER_SO_02,LAST_LAUNCH
SPEND_00456,2,2022,Samples,VEXORIN,9449.32,TER_SO_02,LAST_LAUNCH
SPEND_00457,2,2022,CME_Events,VEXORIN,8282.93,TER_SO_03,LAST_LAUNCH
SPEND_00458,2,2022,Samples,VEXORIN,8567.64,TER_SO_03,LAST_LAUNCH
SPEND_00459,2,2022,CME_Events,VEXORIN,7760.22,TER_MI_01,LAST_LAUNCH
SPEND_00460,2,2022,Samples,VEXORIN,13307.79,TER_MI_01,LAST_LAUNCH
SPEND_00461,2,2022,CME_Events,VEXORIN,9879.05,TER_MI_02,LAST_LAUNCH
SPEND_00462,2,2022,Samples,VEXORIN,14186.79,TER_MI_02,LAST_LAUNCH
SPEND_00463,2,2022,CME_Events,VEXORIN,6255.14,TER_MI_03,LAST_LAUNCH
SPEND_00464,2,2022,Samples,VEXORIN,13248.07,TER_MI_03,LAST_LAUNCH
SPEND_00465,2,2022,CME_Events,VEXORIN,6700.16,TER_MO_01,LAST_LAUNCH
SPEND_00466,2,2022,Samples,VEXORIN,10634.82,TER_MO_01,LAST_LAUNCH
SPEND_00467,2,2022,CME_Events,VEXORIN,8229.48,TER_MO_02,LAST_LAUNCH
SPEND_00468,2,2022,Samples,VEXORIN,10867.3,TER_MO_02,LAST_LAUNCH
SPEND_00469,2,2022,CME_Events,VEXORIN,8176.26,TER_MO_03,LAST_LAUNCH
SPEND_00470,2,2022,Samples,VEXORIN,11681.18,TER_MO_03,LAST_LAUNCH
SPEND_00471,2,2022,CME_Events,VEXORIN,6465.74,TER_PA_01,LAST_LAUNCH
SPEND_00472,2,2022,Samples,VEXORIN,11390.69,TER_PA_01,LAST_LAUNCH
SPEND_00473,2,2022,CME_Events,VEXORIN,6505.29,TER_PA_02,LAST_LAUNCH
SPEND_00474,2,2022,Samples,VEXORIN,14161.73,TER_PA_02,LAST_LAUNCH
SPEND_00475,2,2022,CME_Events,VEXORIN,8258.0,TER_PA_03,LAST_LAUNCH
SPEND_00476,2,2022,Samples,VEXORIN,13355.32,TER_PA_03,LAST_LAUNCH
SPEND_00477,3,2022,Digital,VEXORIN,233790.14,,LAST_LAUNCH
SPEND_00478,3,2022,Print,VEXORIN,41914.86,,LAST_LAUNCH
SPEND_00479,3,2022,Congress,VEXORIN,97205.36,,LAST_LAUNCH
SPEND_00480,3,2022,KOL_Engagement,VEXORIN,97730.72,,LAST_LAUNCH
SPEND_00481,3,2022,CME_Events,VEXORIN,9166.22,TER_NO_01,LAST_LAUNCH
SPEND_00482,3,2022,Samples,VEXORIN,13832.12,TER_NO_01,LAST_LAUNCH
SPEND_00483,3,2022,CME_Events,VEXORIN,7875.51,TER_NO_02,LAST_LAUNCH
SPEND_00484,3,2022,Samples,VEXORIN,10648.77,TER_NO_02,LAST_LAUNCH
SPEND_00485,3,2022,CME_Events,VEXORIN,9402.94,TER_NO_03,LAST_LAUNCH
SPEND_00486,3,2022,Samples,VEXORIN,11292.91,TER_NO_03,LAST_LAUNCH
SPEND_00487,3,2022,CME_Events,VEXORIN,8722.76,TER_SO_01,LAST_LAUNCH
SPEND_00488,3,2022,Samples,VEXORIN,10768.79,TER_SO_01,LAST_LAUNCH
SPEND_00489,3,2022,CME_Events,VEXORIN,6069.06,TER_SO_02,LAST_LAUNCH
SPEND_00490,3,2022,Samples,VEXORIN,10694.63,TER_SO_02,LAST_LAUNCH
SPEND_00491,3,2022,CME_Events,VEXORIN,9162.98,TER_SO_03,LAST_LAUNCH
SPEND_00492,3,2022,Samples,VEXORIN,8717.67,TER_SO_03,LAST_LAUNCH
SPEND_00493,3,2022,CME_Events,VEXORIN,7238.84,TER_MI_01,LAST_LAUNCH
SPEND_00494,3,2022,Samples,VEXORIN,11636.52,TER_MI_01,LAST_LAUNCH
SPEND_00495,3,2022,CME_Events,VEXORIN,9545.84,TER_MI_02,LAST_LAUNCH
SPEND_00496,3,2022,Samples,VEXORIN,12686.93,TER_MI_02,LAST_LAUNCH
SPEND_00497,3,2022,CME_Events,VEXORIN,6981.68,TER_MI_03,LAST_LAUNCH
SPEND_00498,3,2022,Samples,VEXORIN,12907.28,TER_MI_03,LAST_LAUNCH
SPEND_00499,3,2022,CME_Events,VEXORIN,8068.36,TER_MO_01,LAST_LAUNCH
SPEND_00500,3,2022,Samples,VEXORIN,10758.63,TER_MO_01,LAST_LAUNCH
SPEND_00501,3,2022,CME_Events,VEXORIN,10271.46,TER_MO_02,LAST_LAUNCH
SPEND_00502,3,2022,Samples,VEXORIN,8983.93,TER_MO_02,LAST_LAUNCH
SPEND_00503,3,2022,CME_Events,VEXORIN,10115.62,TER_MO_03,LAST_LAUNCH
SPEND_00504,3,2022,Samples,VEXORIN,15405.13,TER_MO_03,LAST_LAUNCH
SPEND_00505,3,2022,CME_Events,VEXORIN,6084.79,TER_PA_01,LAST_LAUNCH
SPEND_00506,3,2022,Samples,VEXORIN,14927.42,TER_PA_01,LAST_LAUNCH
SPEND_00507,3,2022,CME_Events,VEXORIN,9488.91,TER_PA_02,LAST_LAUNCH
SPEND_00508,3,2022,Samples,VEXORIN,11040.22,TER_PA_02,LAST_LAUNCH
SPEND_00509,3,2022,CME_Events,VEXORIN,9438.5,TER_PA_03,LAST_LAUNCH
SPEND_00510,3,2022,Samples,VEXORIN,12179.74,TER_PA_03,LAST_LAUNCH
SPEND_00511,4,2022,Digital,VEXORIN,244567.92,,LAST_LAUNCH
SPEND_00512,4,2022,Print,VEXORIN,51023.99,,LAST_LAUNCH
SPEND_00513,4,2022,Congress,VEXORIN,90202.98,,LAST_LAUNCH
SPEND_00514,4,2022,KOL_Engagement,VEXORIN,100930.73,,LAST_LAUNCH
SPEND_00515,4,2022,CME_Events,VEXORIN,7515.27,TER_NO_01,LAST_LAUNCH
SPEND_00516,4,2022,Samples,VEXORIN,10305.63,TER_NO_01,LAST_LAUNCH
SPEND_00517,4,2022,CME_Events,VEXORIN,6639.87,TER_NO_02,LAST_LAUNCH
SPEND_00518,4,2022,Samples,VEXORIN,9341.39,TER_NO_02,LAST_LAUNCH
SPEND_00519,4,2022,CME_Events,VEXORIN,10397.99,TER_NO_03,LAST_LAUNCH
SPEND_00520,4,2022,Samples,VEXORIN,12497.7,TER_NO_03,LAST_LAUNCH
SPEND_00521,4,2022,CME_Events,VEXORIN,9426.65,TER_SO_01,LAST_LAUNCH
SPEND_00522,4,2022,Samples,VEXORIN,9914.82,TER_SO_01,LAST_LAUNCH
SPEND_00523,4,2022,CME_Events,VEXORIN,6132.29,TER_SO_02,LAST_LAUNCH
SPEND_00524,4,2022,Samples,VEXORIN,9613.32,TER_SO_02,LAST_LAUNCH
SPEND_00525,4,2022,CME_Events,VEXORIN,7830.64,TER_SO_03,LAST_LAUNCH
SPEND_00526,4,2022,Samples,VEXORIN,12407.73,TER_SO_03,LAST_LAUNCH
SPEND_00527,4,2022,CME_Events,VEXORIN,10018.48,TER_MI_01,LAST_LAUNCH
SPEND_00528,4,2022,Samples,VEXORIN,10034.57,TER_MI_01,LAST_LAUNCH
SPEND_00529,4,2022,CME_Events,VEXORIN,6440.39,TER_MI_02,LAST_LAUNCH
SPEND_00530,4,2022,Samples,VEXORIN,14443.51,TER_MI_02,LAST_LAUNCH
SPEND_00531,4,2022,CME_Events,VEXORIN,8665.99,TER_MI_03,LAST_LAUNCH
SPEND_00532,4,2022,Samples,VEXORIN,15199.4,TER_MI_03,LAST_LAUNCH
SPEND_00533,4,2022,CME_Events,VEXORIN,8547.67,TER_MO_01,LAST_LAUNCH
SPEND_00534,4,2022,Samples,VEXORIN,10096.62,TER_MO_01,LAST_LAUNCH
SPEND_00535,4,2022,CME_Events,VEXORIN,5910.29,TER_MO_02,LAST_LAUNCH
SPEND_00536,4,2022,Samples,VEXORIN,14200.18,TER_MO_02,LAST_LAUNCH
SPEND_00537,4,2022,CME_Events,VEXORIN,8823.89,TER_MO_03,LAST_LAUNCH
SPEND_00538,4,2022,Samples,VEXORIN,15497.89,TER_MO_03,LAST_LAUNCH
SPEND_00539,4,2022,CME_Events,VEXORIN,5621.96,TER_PA_01,LAST_LAUNCH
SPEND_00540,4,2022,Samples,VEXORIN,10021.29,TER_PA_01,LAST_LAUNCH
SPEND_00541,4,2022,CME_Events,VEXORIN,10307.38,TER_PA_02,LAST_LAUNCH
SPEND_00542,4,2022,Samples,VEXORIN,11020.28,TER_PA_02,LAST_LAUNCH
SPEND_00543,4,2022,CME_Events,VEXORIN,8719.36,TER_PA_03,LAST_LAUNCH
SPEND_00544,4,2022,Samples,VEXORIN,15134.04,TER_PA_03,LAST_LAUNCH
SPEND_00545,5,2022,Digital,VEXORIN,221648.14,,LAST_LAUNCH
SPEND_00546,5,2022,Print,VEXORIN,46130.57,,LAST_LAUNCH
SPEND_00547,5,2022,Congress,VEXORIN,93575.35,,LAST_LAUNCH
SPEND_00548,5,2022,KOL_Engagement,VEXORIN,104407.48,,LAST_LAUNCH
SPEND_00549,5,2022,CME_Events,VEXORIN,7558.17,TER_NO_01,LAST_LAUNCH
SPEND_00550,5,2022,Samples,VEXORIN,11944.4,TER_NO_01,LAST_LAUNCH
SPEND_00551,5,2022,CME_Events,VEXORIN,9011.94,TER_NO_02,LAST_LAUNCH
SPEND_00552,5,2022,Samples,VEXORIN,11867.89,TER_NO_02,LAST_LAUNCH
SPEND_00553,5,2022,CME_Events,VEXORIN,9053.51,TER_NO_03,LAST_LAUNCH
SPEND_00554,5,2022,Samples,VEXORIN,11207.46,TER_NO_03,LAST_LAUNCH
SPEND_00555,5,2022,CME_Events,VEXORIN,9868.67,TER_SO_01,LAST_LAUNCH
SPEND_00556,5,2022,Samples,VEXORIN,11588.56,TER_SO_01,LAST_LAUNCH
SPEND_00557,5,2022,CME_Events,VEXORIN,8259.91,TER_SO_02,LAST_LAUNCH
SPEND_00558,5,2022,Samples,VEXORIN,13874.1,TER_SO_02,LAST_LAUNCH
SPEND_00559,5,2022,CME_Events,VEXORIN,7477.56,TER_SO_03,LAST_LAUNCH
SPEND_00560,5,2022,Samples,VEXORIN,13864.16,TER_SO_03,LAST_LAUNCH
SPEND_00561,5,2022,CME_Events,VEXORIN,10184.25,TER_MI_01,LAST_LAUNCH
SPEND_00562,5,2022,Samples,VEXORIN,11464.98,TER_MI_01,LAST_LAUNCH
SPEND_00563,5,2022,CME_Events,VEXORIN,9556.77,TER_MI_02,LAST_LAUNCH
SPEND_00564,5,2022,Samples,VEXORIN,14273.15,TER_MI_02,LAST_LAUNCH
SPEND_00565,5,2022,CME_Events,VEXORIN,7375.44,TER_MI_03,LAST_LAUNCH
SPEND_00566,5,2022,Samples,VEXORIN,12086.58,TER_MI_03,LAST_LAUNCH
SPEND_00567,5,2022,CME_Events,VEXORIN,6003.89,TER_MO_01,LAST_LAUNCH
SPEND_00568,5,2022,Samples,VEXORIN,10776.99,TER_MO_01,LAST_LAUNCH
SPEND_00569,5,2022,CME_Events,VEXORIN,9930.27,TER_MO_02,LAST_LAUNCH
SPEND_00570,5,2022,Samples,VEXORIN,12384.18,TER_MO_02,LAST_LAUNCH
SPEND_00571,5,2022,CME_Events,VEXORIN,10302.1,TER_MO_03,LAST_LAUNCH
SPEND_00572,5,2022,Samples,VEXORIN,10027.74,TER_MO_03,LAST_LAUNCH
SPEND_00573,5,2022,CME_Events,VEXORIN,5925.36,TER_PA_01,LAST_LAUNCH
SPEND_00574,5,2022,Samples,VEXORIN,15102.17,TER_PA_01,LAST_LAUNCH
SPEND_00575,5,2022,CME_Events,VEXORIN,7317.96,TER_PA_02,LAST_LAUNCH
SPEND_00576,5,2022,Samples,VEXORIN,10418.59,TER_PA_02,LAST_LAUNCH
SPEND_00577,5,2022,CME_Events,VEXORIN,6538.87,TER_PA_03,LAST_LAUNCH
SPEND_00578,5,2022,Samples,VEXORIN,12908.03,TER_PA_03,LAST_LAUNCH
